Size-Vector Network.queue0 (#0 - General-0-20240516-22:35:08-4722),
181.606245388681,0
181.706245388681,1
181.706245388681,0
181.806245388681,1
181.806245388681,0
182.184133689508,1
182.184133689508,0
182.506124183277,1
182.506124183277,0
183.030283251658,1
183.030283251658,0
183.157583873375,1
183.157583873375,0
183.257583873375,1
183.257583873375,0
183.768081164232,1
183.768081164232,0
183.906995892522,1
183.906995892522,0
184.199811816259,1
184.199811816259,0
184.360055202575,1
184.360055202575,0
184.660733648532,1
184.660733648532,0
184.877726144036,1
184.877726144036,0
184.977726144036,1
184.977726144036,0
185.291906674197,1
185.291906674197,0
185.645352506582,1
185.645352506582,0
185.745352506582,1
185.745352506582,0
185.904905322465,1
185.904905322465,0
186.233535846986,1
186.233535846986,0
186.333535846986,1
186.333535846986,0
186.666291780381,1
186.666291780381,0
186.766291780381,1
186.766291780381,0
186.866291780381,1
186.866291780381,0
187.110383182234,1
187.110383182234,0
187.210383182234,1
187.210383182234,0
188.00209266133,1
188.00209266133,0
188.10209266133,1
188.10209266133,0
188.221552297898,1
188.221552297898,0
188.396558706927,1
188.396558706927,0
188.620059057597,1
188.620059057597,0
189.388327863293,1
189.388327863293,0
189.875822091255,1
189.875822091255,0
190.079826732246,1
190.079826732246,0
190.232591122567,1
190.232591122567,0
190.332591122567,1
190.332591122567,0
191.016714738917,1
191.016714738917,0
191.259717461682,1
191.259717461682,0
191.474076237335,1
191.474076237335,0
191.971061101046,1
